"CandidateName","Party","ElectionYear","Jurisdiction","Office","District","CampaignStatus","CandidateStatus","CandidateID"
"CLARK, LAURIE","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 02","Active","Active","20165031411"
"CLARK, LAURIE","Republican","2022","STATEWIDE","Governor","","Active","Active","20205039244"
"CLARKE, BEN","Democratic","1998","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20005000680"
"CLARKE, BENJAMIN","Democratic","1994","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20005000194"
"CLARKE, BENJAMIN","Democratic","1996","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20005000425"
"CLARKE, JOHN","Republican","2000","STATEWIDE","Colorado House","House District 52","Inactive","Terminated","20005001260"
"CLAUSSEN, RIECKE","Republican","2006","STATEWIDE","Colorado House","House District 55","Inactive","Terminated","20045659311"
"CLAY, CASEY","Democratic","2016","STATEWIDE","Colorado House","House District 50","Inactive","Terminated","20165030220"
"CLAYTON, JERRY","Democratic","1998","STATEWIDE","Colorado House","House District 28","Inactive","Terminated","20005000912"
"CLEMENT, DAVID","Natural Law Party","2002","STATEWIDE","Lt. Governor","","Inactive","Terminated","20005001361"
"CLEMMONS, AJENAI","Democratic","2008","STATEWIDE","CU Regent","District 06","Inactive","Terminated","20085604074"
"CLIFFORD, FRED","Republican","2020","STATEWIDE","Colorado House","House District 23","Inactive","Active","20205038091"
"CLIFFORD, FRED","Republican","2022","STATEWIDE","Colorado House","House District 23","Active","Active","20205038091"
"CLOER, MARK","Republican","2000","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20065613246"
"CLOER, MARK","Republican","2004","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20065613246"
"CLOER, MARK","Republican","2006","STATEWIDE","Colorado House","House District 17","Inactive","Terminated","20065613246"
"CLOSE, STEVEN","Republican","2002","STATEWIDE","Colorado Senate","Senate District 16","Inactive","Terminated","20005001353"
"CLOSE, STEVEN","Republican","2006","STATEWIDE","Colorado Senate","Senate District 16","Inactive","Terminated","20035620598"
"CLOUSE, BILL","Republican","1994","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005000189"
"CLOUSE, BILL","Republican","1996","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005000419"
"CLOUSE, BILL","Republican","1998","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20005000676"
"COATS, NATHAN","Non-Partisan","2012","STATEWIDE","SUPREME COURT JUDGE","","Inactive","Terminated","20125024964"
"COCHRAN, DAN","Unaffiliated","1996","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20005000520"
"COCHRAN, DAN","Unaffiliated","1998","STATEWIDE","Lt. Governor","","Inactive","Terminated","20005000841"
"COCHRAN, DANIEL","Libertarian","2004","STATEWIDE","CU Regent","District 04","Inactive","Terminated","20045644189"
"COFFMAN, CONSTANCE","Democratic","2010","STATEWIDE","Colorado House","House District 48","Inactive","Terminated","20105018221"
"COFFMAN, CYNTHIA","Republican","2014","STATEWIDE","Attorney General","","Inactive","Terminated","20135025504"
"COFFMAN, CYNTHIA","Republican","2018","STATEWIDE","Attorney General","","Inactive","Terminated","20135025504"
"COFFMAN, CYNTHIA","Republican","2018","STATEWIDE","Governor","","Inactive","Terminated","20175033289"
"COFFMAN, MICHAEL","Republican","2006","STATEWIDE","Secretary of State","","Inactive","Terminated","20075609989"
"COFFMAN, MIKE","Republican","1994","STATEWIDE","Colorado House","House District 40","Inactive","Terminated","20005000279"
"COFFMAN, MIKE","Republican","1996","STATEWIDE","Colorado Senate","Senate District 27","Inactive","Terminated","20005000399"
"COFFMAN, MIKE","Republican","2002","STATEWIDE","State Treasurer","","Inactive","Terminated","20005000989"
"COFFMAN, MIKE","Republican","2006","STATEWIDE","Governor","","Inactive","Terminated","20055605546"
"COFFMAN, MIKE","Republican","2010","STATEWIDE","Secretary of State","","Inactive","Terminated","20075609989"
"COHEN, MATT","Non-Partisan","2008","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20085617947"
"COHEN, MATT","Non-Partisan","2012","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20085617947"
"COHEN, NAOMI","Democratic","1996","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000491"
"COHEN, PIER","Democratic","2012","STATEWIDE","Colorado House","House District 60","Inactive","Terminated","20125024734"
"COHEN, X","Republican","1994","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20005000272"
"COKEN, JENNIFER","Democratic","2010","STATEWIDE","Colorado House","House District 04","Inactive","Terminated","20095604824"
"COLE, CASEY","Republican","2018","STATEWIDE","Colorado House","House District 34","Inactive","Terminated","20185033812"
"COLE, ROLAND","Republican","1996","STATEWIDE","Colorado Senate","Senate District 25","Inactive","Terminated","20005000395"
"COLE, TIJANI","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 23","Inactive","Terminated","20155029072"
"COLEMAN, FRAN","Democratic","2004","STATEWIDE","Colorado House","House District 01","Inactive","Terminated","20045639702"
"COLEMAN, FRAN","Democratic","2006","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20065609554"
"COLEMAN, FRANCES "FRAN"","Democratic","2002","STATEWIDE","Colorado House","House District 01","Inactive","Terminated","20005001534"
"COLEMAN, JAMES","Democratic","2016","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20165030384"
"COLEMAN, JAMES","Democratic","2018","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20165030384"
"COLEMAN, JAMES","Democratic","2020","STATEWIDE","Colorado House","House District 07","Inactive","Terminated","20165030384"
"COLEMAN, JAMES","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 33","Inactive","Terminated","20195037822"
"COLEMAN, ROMAN","Republican","2002","STATEWIDE","Colorado House","House District 08","Inactive","Terminated","20005001501"
"COLEMEN, BEN","Democratic","2006","STATEWIDE","Colorado House","House District 01","Inactive","Terminated","20055621270"
"COLGAN, JOSEPH","Democratic","2006","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20055618152"
"COLLINS, F","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 18","Inactive","Terminated","20145028291"
"COLLINS, STEVE","Republican","2012","STATEWIDE","Colorado House","House District 60","Inactive","Terminated","20125023831"
"COLT, EDWARD","Non-Partisan","2014","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 04","Inactive","Terminated","20145028172"
"COMAR, PETER","Republican","1996","STATEWIDE","District Attorney","District 12","Inactive","Terminated","20005000568"
"COMAR, PETER","Republican","2000","STATEWIDE","District Attorney","District 12","Inactive","Terminated","20005001272"
"COMAR, PETER","Republican","2004","STATEWIDE","District Attorney","District 12","Inactive","Terminated","20005001272"
"COMAR, PETER","Republican","2012","STATEWIDE","District Attorney","District 12","Inactive","Terminated","20005001272"
"COMBS, RICHARD","Libertarian","2002","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20005001615"
"CONGROVE, JIM","Republican","1994","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20005000244"
"CONGROVE, JIM","Republican","1996","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20005000385"
"CONGROVE, JIM","Republican","1998","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20005000706"
"CONGROVE, JIM","Republican","1998","STATEWIDE","Lt. Governor","","Inactive","Terminated","20005000838"
"CONGROVE, JIM","Republican","2000","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20005000661"
"CONGROVE, JIM","Republican","2000","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20005001024"
"CONN, DAN","Unaffiliated","2008","STATEWIDE","Colorado House","House District 65","Inactive","Terminated","20085615646"
"CONNORS, GENNARO","Libertarian","2012","STATEWIDE","CU Regent","District 03","Inactive","Terminated","20125024702"
"CONRAD, KEVIN","Republican","2022","STATEWIDE","Colorado Senate","Senate District 35","Inactive","Terminated","20225041904"
"CONSTANTINE, LINDA","Democratic","2006","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20065631828"
"CONTE, JOAN","Democratic","1994","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20005000248"
"CONTE, X","Democratic","1996","STATEWIDE","Colorado House","House District 29","Inactive","Terminated","20005000472"
"CONTI, KATHLEEN","Republican","2010","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20105017432"
"CONTI, KATHLEEN","Republican","2012","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20105017432"
"CONTI, KATHLEEN","Republican","2014","STATEWIDE","Colorado House","House District 38","Inactive","Terminated","20105017432"
"CONTI, KATHLEEN","Republican","2016","STATEWIDE","Colorado Senate","Senate District 26","Inactive","Terminated","20145028806"
"CONWAY, DAYTON","Republican","2002","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20005001652"
"CONWAY, KATHLEEN","Democratic","2016","STATEWIDE","Colorado House","House District 64","Inactive","Terminated","20165031277"
"CONWAY, KATHLEEN","Democratic","2022","STATEWIDE","Colorado House","House District 56","Active","Active","20225042983"
"COOK, SHELLEY","Non-Partisan","2018","STATEWIDE","RTD DIRECTOR","RTD District L","Inactive","Terminated","20185033457"
"COOKE, JOHN","Republican","2014","STATEWIDE","Colorado Senate","Senate District 13","Inactive","Active","20135025558"
"COOKE, JOHN","Republican","2018","STATEWIDE","Colorado Senate","Senate District 13","Active","Active","20135025558"
"COOLEY, JULIE","Democratic","1998","STATEWIDE","Colorado House","House District 59","Inactive","Terminated","20005000952"
"COOMBE, DANIEL","Republican","2012","STATEWIDE","Colorado House","House District 45","Inactive","Terminated","20125023081"
"COONS, TERESA","Democratic","2004","STATEWIDE","Colorado House","House District 54","Inactive","Terminated","20045645944"
"COOPER, GARY","Unaffiliated","2006","STATEWIDE","Governor","","Inactive","Terminated","20065650274"
"COOPER, JERRY","Republican","1996","STATEWIDE","District Attorney","District 21","Inactive","Terminated","20005000342"
"COOPER, JOAN","Democratic","1994","STATEWIDE","Colorado House","House District 23","Inactive","Terminated","20005000233"
"CORAM, DON","Republican","2010","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20095621436"
"CORAM, DON","Republican","2012","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20095621436"
"CORAM, DON","Republican","2014","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20135026396"
"CORAM, DON","Republican","2016","STATEWIDE","Colorado House","House District 58","Inactive","Terminated","20135026396"
"CORAM, DON","Republican","2018","STATEWIDE","Colorado Senate","Senate District 06","Inactive","Terminated","20175032539"
"CORAM, DON","Republican","2022","STATEWIDE","Colorado Senate","Senate District 06","Inactive","Terminated","20175032539"
"CORDOVA, TAMI","Non-Partisan","2020","STATEWIDE","RTD DIRECTOR","RTD District M","Inactive","Terminated","20205038901"
"CORNELL, CAROLINE","Republican","2020","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20205038075"
"CORNELL, CAROLINE","Republican","2022","STATEWIDE","Colorado House","House District 61","Inactive","Terminated","20225041948"
"CORNWELL, REX","Republican","1994","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20005000300"
"CORNWELL, REX","Unaffiliated","1998","STATEWIDE","Colorado House","House District 51","Inactive","Terminated","20005000947"
"CORON, ED","Democratic","2010","STATEWIDE","Lt. Governor","","Inactive","Terminated","20105018539"
"CORRY, JESSICA","Republican","2004","STATEWIDE","Colorado Senate","Senate District 19","Inactive","Terminated","20045627297"
"COST, MICHAEL","Republican","2018","STATEWIDE","Colorado House","HOUSE DISTRICT 14","Inactive","Terminated","20175033044"
"COTTRELL, BO","Republican","1996","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20005000498"
"COTTRELL, BO","Republican","1998","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20005000731"
"COTTRELL, DAVID","Libertarian","2012","STATEWIDE","State Board of Ed.","Bd. Ed. District 02","Inactive","Terminated","20125024722"
"COTTRELL, LYNNE","Republican","2014","STATEWIDE","Colorado House","House District 41","Inactive","Terminated","20145028050"
"COURT, LOIS","Democratic","2008","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20085645738"
"COURT, LOIS","Democratic","2010","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20085645738"
"COURT, LOIS","Democratic","2012","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20085645738"
"COURT, LOIS","Democratic","2014","STATEWIDE","Colorado House","House District 06","Inactive","Terminated","20085645738"
"COURT, LOIS","Democratic","2016","STATEWIDE","Colorado Senate","Senate District 31","Inactive","Terminated","20145028810"
"COURT, LOIS","Democratic","2020","STATEWIDE","Colorado Senate","Senate District 31","Inactive","Terminated","20145028810"
"COVARRUBIAS, PHILIP","Republican","2016","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20155029147"
"COVARRUBIAS, PHILIP","Republican","2018","STATEWIDE","Colorado House","House District 56","Inactive","Terminated","20155029147"
"COWHICK, THOMAS","Republican","2022","STATEWIDE","Colorado House","House District 09","Active","Active","20225042701"
"COX, DAVID","Republican","2010","STATEWIDE","Colorado House","House District 54","Inactive","Terminated","20095622563"
"CRANE, BILL","Republican","2000","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20065601734"
"CRANE, BILL","Republican","2004","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20065601734"
"CRANE, BILL","Republican","2006","STATEWIDE","Colorado House","House District 27","Inactive","Terminated","20065601734"
"CRANSTON, REBECCA","Democratic","2018","STATEWIDE","Colorado Senate","Senate District 15","Inactive","Terminated","20175032242"
"CRAVEN, PAT","Unaffiliated","1998","STATEWIDE","Secretary of State","","Inactive","Terminated","20005000842"
"CREMEENS, HOLLY (HOLLIS)","Unaffiliated","2010","STATEWIDE","Governor","","Inactive","Terminated","20105018514"
"CRESPIN, TOMEE","Non-Partisan","2020","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Inactive","Terminated","20205039354"
"CROCKENBERG, DAVID","Non-Partisan","2012","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 10","Inactive","Terminated","20125024816"
"CROFT, DAVID","Unknown","2002","STATEWIDE","Colorado Senate","Senate District 32","Inactive","Terminated","20005001347"
"CRONIN, EMILY","Non-Partisan","2022","STATEWIDE","DISTRICT COURT JUDGE","DISTRICT 17","Active","Active","20225043336"
"CRONK, NANCY","Democratic","2014","STATEWIDE","Colorado House","House District 37","Inactive","Terminated","20145028076"
