"CommitteeName","CommitteeID","CommitteeType","DateRegistered","CommitteeStatus","JurisdictionDesc"
"CITIZENS FOR MIDDLE SCHOOLS","20025800203","Issue Committee","09/16/2002","Terminated","STATEWIDE"
"FRIENDS OF THE COLORADO RIVER DISTRICT","20025800204","Issue Committee","09/16/2002","Terminated","STATEWIDE"
"DIANE GREENLEE FOR REGENT","20025800205","Candidate Committee","09/16/2002","Terminated","STATEWIDE"
"PUEBLO EDUCATION ASSOCIATION-POLITICAL ACTION COMMITTEE FOR EDUCATION","20025800206","Political Committee","09/16/2002","Terminated","STATEWIDE"
"COMMITTEE FOR CHANGE, INC.","20025800207","Issue Committee","09/16/2002","Terminated","STATEWIDE"
"COLORADO BACKBONE FUND","20025800208","Political Committee","09/16/2002","Terminated","STATEWIDE"
"COMMITTEE TO ELECT KEITH HAMBURGER","20025800209","Candidate Committee","09/18/2002","Terminated","STATEWIDE"
"CITIZENS FOR EVERGREEN FIRE PROTECTION","20025800210","Issue Committee","09/23/2002","Terminated","STATEWIDE"
"COMMITTEE TO PROTECT ARKANSAS VALLEY WATER","20025800211","Issue Committee","09/23/2002","Terminated","STATEWIDE"
"COLORADO WILDLIFE DEFENSE (CWD-PAC)A POLITICAL ACTION COMMITTEE (CWD-PAC)","20025800212","Political Committee","09/26/2002","Terminated","STATEWIDE"
"COLORADO ACADEMY OF NUTRITION AND DIETETICS (CAND PAC)","20025800213","Political Committee","09/27/2002","Terminated","STATEWIDE"
"TAX PATRONS IN ACTION","20025800214","Issue Committee","10/01/2002","Terminated","STATEWIDE"
"COLORADANS FOR RESPONSIBLE GROWTH","20025800215","Issue Committee","10/01/2002","Terminated","STATEWIDE"
"COMMITTEE TO SUPPORT REFERENDUM 5-D","20025800217","Issue Committee","10/07/2002","Terminated","STATEWIDE"
"FRIENDS OF THE BIG SKY NON-FEDERAL ACCOUNT","20025800218","Political Committee","10/10/2002","Terminated","STATEWIDE"
"NURSES FOR POLITCAL ACTION IN COLORADO (N-PAC)","20025800219","Political Committee","10/11/2002","Active","STATEWIDE"
"BUILDING AMERICA'S CONSCIENCE & KIDS BACK PAC","20025800220","Political Committee","10/11/2002","Terminated","STATEWIDE"
"LOCKHEED MARTIN CORPORATION, SPACE SYSTEMS COMPANY","20025800221","Issue Committee","10/11/2002","Terminated","STATEWIDE"
"DOUGLAS COUNTY REPUBLICAN LEADERSHIP PAC","20025800223","Political Committee","10/15/2002","Terminated","STATEWIDE"
"BOULDER VALLEY CHILDRENS ACTION NETWORK (BVCAN)","20025800224","Issue Committee","10/15/2002","Terminated","STATEWIDE"
"CITIZENS FOR HONEST ELECTIONS","20025800225","Issue Committee","10/17/2002","Terminated","STATEWIDE"
"COMMITTEE TOELECT KEVIN PROBST","20025800226","Candidate Committee","10/18/2002","Terminated","STATEWIDE"
"CITIZENS FOR CONSOLIDATION","20025800228","Issue Committee","10/18/2002","Terminated","STATEWIDE"
"REPUBLICAN MAJORITY FUND NON-FEDERAL ACCOUNT (RMFNON-FED)","20025800229","Political Committee","10/22/2002","Terminated","STATEWIDE"
"COLORADO SOCIETY OF CERTIFIED PUBLIC ACCOUNTANTS","20025800230","Political Committee","10/23/2002","Terminated","STATEWIDE"
"NO MORE TAXES NOW","20025800231","Issue Committee","10/23/2002","Terminated","STATEWIDE"
"PARENTS INVOLVED IN EDUCAITON","20025800234","Issue Committee","10/25/2002","Terminated","STATEWIDE"
"W. EARL ALLEN FOR STATE HOUSE 33","20025800235","Candidate Committee","10/29/2002","Terminated","STATEWIDE"
"EFFECTIVE GOVERNMENT COMMITTEE (STATE)","20025800236","Political Committee","10/30/2002","Terminated","STATEWIDE"
"UNITED ASSOCIATION COUNCIL - POLITICAL ACTION COMMITTEE","20025800237","Political Committee","10/30/2002","Terminated","STATEWIDE"
"DENVER POLICE PROTECTIVE ASSOCIATION ACTION COMMITTEE","20025800240","Political Committee","11/05/2002","Terminated","STATEWIDE"
"CITIZENS FOR PARKER'S FUTURE","20025800241","Issue Committee","11/12/2002","Terminated","STATEWIDE"
"COMMITTEE TO ELECT RAFAEL LORENZO GALLEGOS","20025800242","Candidate Committee","11/19/2002","Terminated","STATEWIDE"
"COMMITTEE TO ELECT BILL CHRISTOPHER","20025800244","Candidate Committee","12/04/2002","Terminated","STATEWIDE"
"CARWILE, TERRY 2K2","20025990232","Candidate Committee","12/13/2001","Terminated","STATEWIDE"
"FRIENDS OF MARTI ALLBRIGHT","20025990234","Candidate Committee","12/18/2001","Terminated","STATEWIDE"
"COMMITTEE TO ELECT DEBBIE BENEFIELD","20025990235","Candidate Committee","12/18/2001","Terminated","STATEWIDE"
"DYNAMICS RESEARCH CORPORATION POLITICAL ACTION COMMITTEE","20025990237","Political Committee","12/27/2001","Terminated","STATEWIDE"
"FRIENDS OF ED JONES","20025990238","Candidate Committee","12/27/2001","Terminated","STATEWIDE"
"BUTCHER FOR STATE","20025990239","Candidate Committee","12/27/2001","Terminated","STATEWIDE"
"SAVE OUR STATE","20025990240","Political Committee","01/01/2002","Terminated","STATEWIDE"
"COMMITTEE TO ELECT STEVE JOHNSON","20025990242","Candidate Committee","01/07/2002","Terminated","STATEWIDE"
"SANCHEZ, DESIREE COMMITTEE TO ELECT","20025990245","Candidate Committee","01/11/2002","Terminated","STATEWIDE"
"MATSUNAKA FOR GOVERNOR","20025990246","Candidate Committee","01/15/2002","Terminated","STATEWIDE"
"WWW.WALTKELLER.COM","20025990247","Candidate Committee","01/15/2002","Terminated","STATEWIDE"
"COLORADANS FOR CAMPAIGN REFORM","20025990250","Issue Committee","01/17/2002","Terminated","STATEWIDE"
"DENVER POLICE PROTECTIVE ASSOCIATION ACTION COMMITTEE (DPPA)","20025990252","Political Committee","01/17/2002","Active","STATEWIDE"
"COMMITTEE TO ELECT DAN STUART","20025990253","Candidate Committee","01/23/2002","Terminated","STATEWIDE"
"FOX, LORI FRIENDS OF","20025990258","Candidate Committee","01/29/2002","Terminated","STATEWIDE"
"JERRY'S FRIENDS","20025990261","Candidate Committee","02/04/2002","Terminated","STATEWIDE"
"COMMITTEE TO ELECT JACK POMMER","20025990263","Candidate Committee","02/07/2002","Terminated","STATEWIDE"
"MAYNARD IN 2002","20025990264","Candidate Committee","02/07/2002","Terminated","STATEWIDE"
"CITIZENS TO ELECT SHARI BJORKLUND","20025990265","Candidate Committee","02/11/2002","Terminated","STATEWIDE"
"DCTA FUND (FORMERLY POLITICAL ACTION COMMITTEE)","20025990266","Small Donor Committee","02/12/2002","Active","STATEWIDE"
"COMMITTEE TO ELECT MIKE MAY","20025990268","Candidate Committee","02/15/2002","Terminated","STATEWIDE"
"GILLILAND, COMMITTEE TO ELECT TO SENATE","20025990269","Candidate Committee","02/20/2002","Terminated","STATEWIDE"
"A WHOLE LOT OF PEOPLE SUPPORTING PAUL WEISSMANN","20025990270","Candidate Committee","02/20/2002","Terminated","STATEWIDE"
"RECHEL, ERIC COMMITTEE TO ELECT STATE REPRESENTATIVE DISTRICT 54","20025990271","Candidate Committee","02/21/2002","Terminated","STATEWIDE"
"AVALOS, COMMITTE TO ELECT HOUSE DIST. #46","20025990273","Candidate Committee","02/22/2002","Terminated","STATEWIDE"
"JABAILY FOR HOUSE","20025990275","Candidate Committee","02/22/2002","Terminated","STATEWIDE"
"COMMITTE TO ELECT KEN KESTER","20025990276","Candidate Committee","02/22/2002","Terminated","STATEWIDE"
"SLATER FOR SENATE","20025990277","Candidate Committee","02/22/2002","Terminated","STATEWIDE"
"DOYLE BRUCE, COMMITTEE TO ELECT","20025990282","Candidate Committee","02/26/2002","Terminated","STATEWIDE"
"WEST PAC","20033651300","Political Committee","12/27/2002","Terminated","STATEWIDE"
"PPFC POLITICAL ACTION COMMITTEE (PPFC PAC)","20033651304","Political Committee","12/31/2002","Active","STATEWIDE"
"SENATE MAJORITY FUND","20033651306","Political Committee","01/14/2003","Terminated","STATEWIDE"
"SUPPORT COLORADO'S ECONOMY AND ENVIRONMENT","20033651314","Issue Committee","01/14/2003","Terminated","STATEWIDE"
"CITIZENS FOR POLITICAL CHOICE","20033651333","Issue Committee","01/27/2003","Terminated","STATEWIDE"
"EVA WILSON FOR D.A. 2004","20033651338","Candidate Committee","02/05/2003","Terminated","STATEWIDE"
"AMERICAN PARTY A.K.A THE AMERICAN PARTY OF COLORADO (APOC; APC; AP;AMPARTY)","20033651345","Political Party Committee","02/07/2003","Terminated","STATEWIDE"
"GEORGE IVAKHNIK VOICE OF THE RUSSIAN COMMUNITY (GIVRC)","20033651350","Political Committee","02/03/2003","Terminated","STATEWIDE"
"PIPEFITTERS LOCAL 208 POLITICAL EDUCATION COMMITTEE","20033651351","Small Donor Committee","02/03/2003","Active","STATEWIDE"
"UFCW LOCAL 7R ABC COMMITTEE","20033651355","Small Donor Committee","01/29/2003","Active","STATEWIDE"
"FORWARD NORTH JEFFCO COMMITTEE","20033651360","Issue Committee","01/27/2003","Terminated","STATEWIDE"
"TOPOLNICKI FOR DA 2004","20033651374","Candidate Committee","02/14/2003","Terminated","STATEWIDE"
"ADAMS COUNTY DEMOCRATIC PARTY (A.C.D.C.C.)","20033651383","Political Party Committee","02/14/2003","Terminated","STATEWIDE"
"SAVE COLORADO'S WATER","20033651384","Issue Committee","02/20/2003","Terminated","STATEWIDE"
"STEVE JENSEN FOR DISTRICT ATTORNEY COMMITTEE","20033651398","Candidate Committee","02/13/2003","Terminated","STATEWIDE"
"COLORADO PROFESSIONAL FIRE FIGHTERS SMALL DONOR FUND","20033651407","Small Donor Committee","03/11/2003","Active","STATEWIDE"
"COLORADO AGRICULTURAL AVIATION ASSOCIATION PAC (CAAA PAC)","20033651413","Political Committee","02/17/2003","Terminated","STATEWIDE"
"COMMITTEE TO ELECT BOB WATSON DISTRICT ATTORNEY","20033651421","Candidate Committee","03/13/2003","Terminated","STATEWIDE"
"YUMA COUNTY DEMOCRATIC CENTRAL COMMITTEE","20033651433","Political Party Committee","03/12/2003","Terminated","STATEWIDE"
"COLORADO AFL-CIO PAC","20033651455","Political Committee","03/31/2003","Terminated","STATEWIDE"
"BADLANDS ACTION NETWORK PAC","20033651461","Political Committee","03/17/2003","Terminated","STATEWIDE"
"COLORADO MARIJUANA PARTY (COMJP)","20033651463","Political Committee","03/27/2003","Terminated","STATEWIDE"
"ARAPAHOE COUNTY REPUBLICAN PARTY","20033651514","Political Party Committee","04/14/2003","Terminated","STATEWIDE"
"COLORADO OUTDOOR ADVERTISING ASSOCIATION","20033651516","Issue Committee","04/08/2003","Terminated","STATEWIDE"
"PUEBLO WORKING FAMILIES AND LOCAL BUSINESSES (PUEBLO WFLB)","20033651518","Political Committee","04/02/2003","Terminated","STATEWIDE"
"DON'T TURN RACETRACKS INTO CASINOS!","20033651564","Issue Committee","03/12/2003","Terminated","STATEWIDE"
"LEWIS 2004.ORG","20033651638","Candidate Committee","04/21/2003","Terminated","STATEWIDE"
"PIKES PEAK GREEN PARTY OF EL PASO COUNTY","20033651654","Political Party Committee","04/08/2003","Terminated","STATEWIDE"
"CITIZENS FOR A HEALTHY COLORADO","20033651657","Issue Committee","03/31/2003","Terminated","STATEWIDE"
"COMMITTEE TO TAKE BACK OUR PROPERTY RIGHTS (FKA: PROTECT OUR PUBLIC AND PRIVATE PROPERTY RIGHTS)","20035620444","Issue Committee","05/02/2003","Terminated","STATEWIDE"
"COMMITTEE TO ELECT E. C. GAFFNEY","20035620450","Candidate Committee","04/01/2003","Terminated","STATEWIDE"
"DEMOCRATIC VOICE '04","20035620478","Small Donor Committee","05/15/2003","Terminated","STATEWIDE"
"INTERNATIONAL ASSOCIATION OF MACHINISTS' 1886 PAC (IAM 1886 PAC)","20035620482","Political Committee","05/07/2003","Terminated","STATEWIDE"
"HINSDALE COUNTY REPUBLICAN PARTY","20035620487","Political Party Committee","04/10/2003","Terminated","STATEWIDE"
"LIBERTARIAN PARTY OF EL PASO COUNTY","20035620491","Political Party Committee","04/14/2003","Terminated","STATEWIDE"
"HOTEL EMPLOYEES & REST'NT EMPLOYEES INT'L UNION TIP FUND","20035620494","Political Committee","04/28/2003","Terminated","STATEWIDE"
"NORTHERN COLORADO FRATERNAL ORDER OF POLICE PAC","20035620495","Political Committee","05/05/2003","Terminated","STATEWIDE"
"COMMUNICATION WORKERS OF LOCAL 7777 SMALL DONOR ACCOUNT (CWA LOCAL 7777 SDC)","20035620498","Small Donor Committee","04/09/2003","Terminated","STATEWIDE"
"COLORADO STATE CONFERENCE OF ELECTRICAL WORKERS SMALL DONOR COMMITTEE (CSCEW)","20035620502","Small Donor Committee","05/15/2003","Active","STATEWIDE"
"COLORADO GAMING ASSOCIATION","20035620510","Issue Committee","05/30/2003","Terminated","STATEWIDE"
"QWEST COLORADO POLITICAL ACTION COMMITTEE","20035620530","Political Committee","06/04/2003","Terminated","STATEWIDE"
"DAN MAY FOR D.A.","20035620532","Candidate Committee","05/30/2003","Terminated","STATEWIDE"
"REALTOR SMALL DONOR COMMITTEE (RSDC)","20035620571","Small Donor Committee","12/01/2003","Active","STATEWIDE"
"COMMITTEE TO ELECT JOHN NEWSOME","20035620583","Candidate Committee","06/18/2003","Terminated","STATEWIDE"
"COLORADO REPUBLICAN COMMITTEE POLITICAL ACTION COMMITTEE","20035620586","Political Committee","06/16/2003","Active","STATEWIDE"
"LUMEN TECHNOLOGIES COLORADO EMPLOYEE POLITICAL ACTION COMMITTEE","20035620591","Political Committee","06/17/2003","Active","STATEWIDE"
"INTERNATIONAL ASSOCIATION OF MACHINISTS' 1886 SMALL DONOR COMMITTEE (IAM1886 SDC)","20035620592","Small Donor Committee","05/07/2003","Terminated","STATEWIDE"
"HAUTZINGER FOR MESA COUNTY D.A.","20035620600","Candidate Committee","06/16/2003","Terminated","STATEWIDE"
"CITIZENS FOR CERBO","20035620604","Candidate Committee","06/13/2003","Terminated","STATEWIDE"
"CITIZENS FOR PROPERTY TAX REFORM (CPR)","20035620607","Issue Committee","06/13/2003","Terminated","STATEWIDE"
"COMMITTE TO ELECT STEVE BERNARD DA","20035620637","Candidate Committee","06/27/2003","Terminated","STATEWIDE"
"CAROL CHAMBERS FOR DA","20035620643","Candidate Committee","07/07/2003","Terminated","STATEWIDE"
"UAW REGION 8 SOUTHWEST STATES PAC (COLORADO)","20035620680","Small Donor Committee","06/16/2003","Active","STATEWIDE"
"NANCY SPENCE FOR STATE SENATE","20035620689","Candidate Committee","07/09/2003","Terminated","STATEWIDE"
"KATHLEEN CURRY FOR HOUSE DISTRICT 61","20035620692","Candidate Committee","07/09/2003","Terminated","STATEWIDE"
"INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES POLITICAL COMMITTEE (IUPAT-LEC)","20035620701","Political Committee","07/14/2003","Terminated","STATEWIDE"
"HOUR OF POWER PAC","20035620720","Political Committee","07/17/2003","Terminated","STATEWIDE"
"TAXPAYERS FOR BETTER LIBRARIES","20035620723","Issue Committee","07/07/2003","Terminated","STATEWIDE"
"BETH MCCANN FOR DISTRICT ATTORNEY","20035620730","Candidate Committee","07/17/2003","Terminated","STATEWIDE"
"SCOTT STOREY FOR DISTRICT  ATTORNEY","20035620736","Candidate Committee","07/21/2003","Terminated","STATEWIDE"
"DON QUICK FOR D.A.","20035620739","Candidate Committee","07/22/2003","Terminated","STATEWIDE"
"COLORADO STATE PIPE TRADES","20035620741","Small Donor Committee","02/24/2003","Active","STATEWIDE"
"COLORADO ORAL & MAXILLOFACIAL SURGERY PAC (CSOMS)","20035620759","Political Committee","07/30/2003","Active","STATEWIDE"
"COMMITTE TO ELECT BEV EDWARDS","20035620760","Candidate Committee","07/24/2003","Terminated","STATEWIDE"
"COMMITTEE FOR HIGH SCHOOLS","20035620763","Issue Committee","07/28/2003","Terminated","STATEWIDE"
"CITIZENS FOR THE WORTHY CAUSE TAX EXTENSION","20035620793","Issue Committee","08/08/2003","Terminated","STATEWIDE"
"FRIENDS OF ANNE MCGIHON","20035620795","Candidate Committee","08/11/2003","Terminated","STATEWIDE"
"COLORADO CHILD CARE ASSOCIATION - PAC","20035620797","Political Committee","08/11/2003","Active","STATEWIDE"
"FRIENDS OF THE LIBRARY","20035620803","Issue Committee","08/14/2003","Terminated","STATEWIDE"
"MARK C. PAUTLER FOR DISTRICT ATTORNEY","20035620807","Candidate Committee","08/12/2003","Terminated","STATEWIDE"
"BORQUEZ FOR HOUSE DISTRICT 41 COMMITTEE","20035620809","Candidate Committee","07/18/2003","Terminated","STATEWIDE"
"CONSERVATION COLORADO ACTION FUND (SDC) (CCAF SDC)","20035620865","Small Donor Committee","06/03/2003","Active","STATEWIDE"
"FRIENDS OF SHAWN MITCHELL","20035620875","Candidate Committee","08/19/2003","Terminated","STATEWIDE"
"COLORADOAN'S FOR FAIRNESS IN TAXATION (COLOFIT)","20035620911","Issue Committee","08/19/2003","Terminated","STATEWIDE"
"VOTE NO ON A","20035620922","Issue Committee","08/22/2003","Terminated","STATEWIDE"
"COBALT ADVOCATES SDC","20035620934","Small Donor Committee","08/22/2003","Active","STATEWIDE"
"FRIENDS OF THE BASALT REGIONAL LIBRARY","20035620946","Issue Committee","08/20/2003","Terminated","STATEWIDE"
"VOTE MIKE SMITH COMMITTEE","20035621011","Candidate Committee","09/03/2003","Terminated","STATEWIDE"
"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKER, LOCAL 68 COMMITTEE ON POLITICAL EDUCATION AKA: IBEW","20035621076","Small Donor Committee","09/04/2003","Terminated","STATEWIDE"
"COMMITTEE TO ELECT GARY LINDSTROM","20035621095","Candidate Committee","09/02/2003","Terminated","STATEWIDE"
"BURKE BEU FOR CU REGENT","20035621102","Candidate Committee","09/09/2003","Terminated","STATEWIDE"
"NARAL PRO-CHOICE COLORADO PAC","20035621113","Small Donor Committee","08/22/2003","Terminated","STATEWIDE"
"SAY YES TO LIBRARIES COMMITTEE","20035621142","Issue Committee","08/21/2003","Terminated","STATEWIDE"
"COLORADO BUILDING & CONSTRUCTION TRADES COUNCIL PAC","20035621184","Political Committee","09/08/2003","Terminated","STATEWIDE"
"COMMITTEE FOR EDUCATIONAL AND FINANCIAL ACCOUNTABILITY IN RE-5J (CEFA)","20035621185","Issue Committee","09/09/2003","Terminated","STATEWIDE"
"CITIZENS FOR FREMONT RE-2 KIDS","20035621447","Issue Committee","09/12/2003","Terminated","STATEWIDE"
"AFT COLORADO FEDERATION OF TEACHERS, SCHOOL, HEALTH AND PUBLIC EMPLOYEES (SDC)","20035621465","Small Donor Committee","09/18/2003","Active","STATEWIDE"
"CITIZENS FOR A BETTER EDUCATION","20035621479","Issue Committee","09/17/2003","Terminated","STATEWIDE"
"COMMITTEE TO ELECT LARRY LISTON","20035621540","Candidate Committee","09/24/2003","Terminated","STATEWIDE"
"SUZANNE WILLIAMS FOR SENATE","20035621549","Candidate Committee","09/17/2003","Terminated","STATEWIDE"
"CITIZENS FOR A HEALTHIER COLORADO","20035621553","Issue Committee","09/15/2003","Terminated","STATEWIDE"
"NAIOP COLORADO SMALL DONOR COMMITTEE","20035621566","Small Donor Committee","09/25/2003","Active","STATEWIDE"
"HOMES FOR ALL COLORADOANS COMMITTEE","20035621593","Small Donor Committee","09/16/2003","Active","STATEWIDE"
"FRIENDS AND NEIGHBORS","20035621595","Issue Committee","09/16/2003","Terminated","STATEWIDE"
"FOCUS ON THE FAMILY (FOF, FOTF)","20035621599","Issue Committee","09/19/2003","Terminated","STATEWIDE"
"COMMITTEE FOR THE AMERICAN DREAM","20035621605","Political Committee","09/17/2003","Active","STATEWIDE"
"CITIZENS FOR AWESOME AQUATICS","20035621614","Issue Committee","09/19/2003","Terminated","STATEWIDE"
"COLORADO FEDERATION OF PUBLIC EMPLOYEES COMMITTEE ON POLITICAL EDUCATION (CFPE)","20035621616","Small Donor Committee","09/25/2003","Terminated","STATEWIDE"
"COMMITTEE FOR MORE CHOICE IN PUBLIC SCHOOLS","20035621617","Issue Committee","09/25/2003","Terminated","STATEWIDE"
"CITIZENS FOR BRUSH SCHOOLS","20035621630","Issue Committee","09/18/2003","Terminated","STATEWIDE"
"MARINELLI FOR EDUCATION","20035621689","Candidate Committee","09/30/2003","Terminated","STATEWIDE"
"COLORADO COALITION OF COACHES (C3      (C-CUBED))","20035621698","Issue Committee","09/16/2003","Terminated","STATEWIDE"
"COLORADO LEGISLATIVE SERVICES (CLS) SMALL DONOR COMMITTEE (CLS SMALL DONOR COMMITTEE)","20035621732","Small Donor Committee","10/01/2003","Terminated","STATEWIDE"
"GWYN GREEN FOR HD 23","20035621749","Candidate Committee","10/01/2003","Terminated","STATEWIDE"
"CITIZENS FOR JOHN WALSH","20035621770","Candidate Committee","10/02/2003","Terminated","STATEWIDE"
"DAVID BALMER FOR COLORADO HOUSE","20035621826","Candidate Committee","10/02/2003","Terminated","STATEWIDE"
